--------//Account List (AccountId - Name - Credit) \\-------
//Auctioneers\\
172,Francis,100000
173,Robert,100000
174,Richard,100000
175,Joseph,100000
176,Stewart,100000
177,God,100000
178,Eve,200000
179,James,200000
180,Adam,100000
181,Peter,100000
182,Francis,100000
183,Robert,100000
184,Richard,100000
185,Joseph,100000
186,Stewart,100000
187,God,100000
188,Eve,200000
189,James,200000
190,Adam,100000
191,Peter,100000
192,Francis,100000
193,Robert,100000
194,Richard,100000
195,Joseph,100000
196,Stewart,100000
197,God,100000
198,Eve,200000
199,James,200000

//Bidder\\
200,Adam,1000000
201,Peter,1000000
202,Francis,1000000
203,Robert,1000000
204,Richard,1000000
205,Joseph,1000000
206,Stewart,1000000
207,God,1000000
208,Eve,2000000
209,James,2000000
210,Adam,100000
211,Peter,100000
212,Francis,100000
213,Robert,100000
214,Richard,100000
215,Joseph,100000
216,Stewart,100000
217,God,100000
218,Eve,200000
219,James,200000
220,Adam,100000
221,Peter,100000
222,Francis,100000
223,Robert,100000
224,Richard,100000
225,Joseph,100000
226,Stewart,100000
227,God,100000
228,Eve,200000
229,James,20000
230,Adam,1000000
231,Peter,1000000
232,Francis,1000000
233,Robert,1000000
234,Richard,1000000
235,Joseph,1000000
236,Stewart,1000000
237,God,1000000
238,Eve,2000000
239,James,2000000
240,Adam,10000000
241,Peter,10000000
242,Francis,10000000
243,Robert,10000000
244,Richard,10000000
245,Joseph,10000000
246,Stewart,10000000
247,God,10000000
248,Eve,20000000
249,James,20000000
250,Adam,10000000
251,Peter,10000000
252,Francis,10000000
253,Robert,10000000
254,Richard,10000000
255,Joseph,10000000
256,Stewart,10000000
257,God,10000000
258,Eve,20000000
259,James,20000000
260,Adam,100000
261,Peter,100000
262,Francis,100000
263,Robert,100000
264,Richard,100000
265,Joseph,100000
266,Stewart,100000
267,God,100000
268,Eve,200000
269,James,200000
270,Adam,100000
271,Peter,100000
272,Francis,100000
273,Robert,100000
274,Richard,100000
275,Joseph,100000
276,Stewart,100000
277,God,100000
278,Eve,200000
279,James,200000
280,Adam,100000
281,Peter,100000
282,Francis,100000
283,Robert,100000
284,Richard,100000
285,Joseph,100000
286,Stewart,100000
287,God,100000
288,Eve,200000
289,James,200000
290,Adam,100000
291,Peter,100000
292,Francis,100000
293,Robert,100000
294,Richard,100000
295,Joseph,100000
296,Stewart,100000
297,God,100000
298,Eve,200000
299,James,200000
300,Adam,1000000
301,Peter,1000000
302,Francis,1000000
303,Robert,1000000
304,Richard,1000000
305,Joseph,1000000
306,Stewart,1000000
307,God,1000000
308,Eve,2000000
309,James,2000000
310,Adam,100000
311,Peter,100000
312,Francis,100000
313,Robert,100000
314,Richard,100000
315,Joseph,100000
316,Stewart,100000
317,God,100000
318,Eve,200000
319,James,200000
320,Adam,100000
321,Peter,100000
322,Francis,100000
323,Robert,100000
324,Richard,100000
325,Joseph,100000
326,Stewart,100000
327,God,100000
328,Eve,200000
329,James,20000
330,Adam,1000000
331,Peter,1000000
332,Francis,1000000
333,Robert,1000000
334,Richard,1000000
335,Joseph,1000000
336,Stewart,1000000
337,God,1000000
338,Eve,2000000
339,James,2000000
340,Adam,10000000
341,Peter,10000000
342,Francis,10000000
343,Robert,10000000
344,Richard,10000000
345,Joseph,10000000
346,Stewart,10000000
347,God,10000000
348,Eve,20000000
349,James,20000000
350,Adam,10000000
351,Peter,10000000
352,Francis,10000000
353,Robert,10000000
354,Richard,10000000
355,Joseph,10000000
356,Stewart,10000000
357,God,10000000
358,Eve,20000000
359,James,20000000
360,Adam,100000
361,Peter,100000
362,Francis,100000
363,Robert,100000
364,Richard,100000
365,Joseph,100000
366,Stewart,100000
367,God,100000
368,Eve,200000
369,James,200000
370,Adam,100000
371,Peter,100000
372,Francis,100000
373,Robert,100000
374,Richard,100000
375,Joseph,100000
376,Stewart,100000
377,God,100000
378,Eve,200000
379,James,200000
380,Adam,100000
381,Peter,100000
382,Francis,100000
383,Robert,100000
384,Richard,100000
385,Joseph,100000
386,Stewart,100000
387,God,100000
388,Eve,200000
389,James,200000
390,Adam,100000
391,Peter,100000
392,Francis,100000
393,Robert,100000
394,Richard,100000
395,Joseph,100000
396,Stewart,100000
397,God,100000
398,Eve,200000
399,James,200000

OwnerId - GoodName - InitialPrice - Reserve - Increase) \\-------
0,Orange,20,10,0.1
1,House,500,200,0.2
2,Plastic Fork,30,20,0.3
3,Scotch Tape,15,5,0.4
4,Camera,23,22,0.3
5,Bubblegum,0.05, 0.01,0.2
6,Motorcycle,453.23,243.21,0.1
7,Modern Approach to AI,1000,500,0.05
8,Helmet,80,60,0.2
9,Ticket to Heaven,1500,1500,0.4
10,aOrange,20,10,0.1
11,aHouse,500,200,0.2
12,aPlastic Fork,30,20,0.3
13,aScotch Tape,15,5,0.4
14,aCamera,23,22,0.3
15,aBubblegum,0.05, 0.01,0.2
16,aMotorcycle,453.23,243.21,0.1
17,aModern Approach to AI,1000,500,0.05
18,aHelmet,80,60,0.2
19,aTicket to Heaven,1500,1500,0.4
20,bOrange,20,10,0.1
21,bHouse,500,200,0.2
22,bPlastic Fork,30,20,0.3
23,bScotch Tape,15,5,0.4
24,bCamera,23,22,0.3
25,bBubblegum,0.05, 0.01,0.2
26,bMotorcycle,453.23,243.21,0.1
27,bModern Approach to AI,1000,500,0.05
28,bHelmet,80,60,0.2
29,bTicket to Heaven,1500,1500,0.4
30,cOrange,20,10,0.1
31,cHouse,500,200,0.2
32,cPlastic Fork,30,20,0.3
33,cScotch Tape,15,5,0.4
34,cCamera,23,22,0.3
35,cBubblegum,0.05, 0.01,0.2
36,cMotorcycle,453.23,243.21,0.1
37,cModern Approach to AI,1000,500,0.05
38,cHelmet,80,60,0.2
39,cTicket to Heaven,1500,1500,0.4
40,dOrange,20,10,0.1
41,dHouse,500,200,0.2
42,dPlastic Fork,30,20,0.3
43,dScotch Tape,15,5,0.4
44,dCamera,23,22,0.3
45,dBubblegum,0.05, 0.01,0.2
46,dMotorcycle,453.23,243.21,0.1
47,dModern Approach to AI,1000,500,0.05
48,dHelmet,80,60,0.2
49,dTicket to Heaven,1500,1500,0.4
50,eOrange,20,10,0.1
51,eHouse,500,200,0.2
52,ePlastic Fork,30,20,0.3
53,eScotch Tape,15,5,0.4
54,eCamera,23,22,0.3
55,eBubblegum,0.05, 0.01,0.2
56,eMotorcycle,453.23,243.21,0.1
57,eModern Approach to AI,1000,500,0.05
58,eHelmet,80,60,0.2
59,eTicket to Heaven,1500,1500,0.4
60,fOrange,20,10,0.1
61,fHouse,500,200,0.2
62,fPlastic Fork,30,20,0.3
63,fScotch Tape,15,5,0.4
64,fCamera,23,22,0.3
65,fBubblegum,0.05, 0.01,0.2
66,fMotorcycle,453.23,243.21,0.1
67,fModern Approach to AI,1000,500,0.05
68,fHelmet,80,60,0.2
69,fTicket to Heaven,1500,1500,0.4
70,gOrange,20,10,0.1
71,gHouse,500,200,0.2
72,gPlastic Fork,30,20,0.3
73,gScotch Tape,15,5,0.4
74,gCamera,23,22,0.3
75,gBubblegum,0.05, 0.01,0.2
76,gMotorcycle,453.23,243.21,0.1
77,gModern Approach to AI,1000,500,0.05
78,gHelmet,80,60,0.2
79,gTicket to Heaven,1500,1500,0.4
80,hOrange,20,10,0.1
81,hHouse,500,200,0.2
82,hPlastic Fork,30,20,0.3
83,hScotch Tape,15,5,0.4
84,hCamera,23,22,0.3
85,hBubblegum,0.05, 0.01,0.2
86,hMotorcycle,453.23,243.21,0.1
87,hModern Approach to AI,1000,500,0.05
88,hHelmet,80,60,0.2
89,hTicket to Heaven,1500,1500,0.4
90,iOrange,20,10,0.1
91,iHouse,500,200,0.2
92,iPlastic Fork,30,20,0.3
93,iScotch Tape,15,5,0.4
94,iCamera,23,22,0.3
95,iBubblegum,0.05, 0.01,0.2
96,iMotorcycle,453.23,243.21,0.1
97,iModern Approach to AI,1000,500,0.05
98,iHelmet,80,60,0.2
99,iTicket to Heaven,1500,1500,0.4
100,jOrange,20,10,0.1
101,jHouse,500,200,0.2
102,jPlastic Fork,30,20,0.3
103,jScotch Tape,15,5,0.4
104,jCamera,23,22,0.3
105,jBubblegum,0.05, 0.01,0.2
106,jMotorcycle,453.23,243.21,0.1
107,jModern Approach to AI,1000,500,0.05
108,jHelmet,80,60,0.2
109,jTicket to Heaven,1500,1500,0.4
110,kOrange,20,10,0.1
111,kHouse,500,200,0.2
112,kPlastic Fork,30,20,0.3
113,kScotch Tape,15,5,0.4
114,kCamera,23,22,0.3
115,kBubblegum,0.05, 0.01,0.2
116,kMotorcycle,453.23,243.21,0.1
117,kModern Approach to AI,1000,500,0.05
118,kHelmet,80,60,0.2
119,kTicket to Heaven,1500,1500,0.4
120,lOrange,20,10,0.1
121,lHouse,500,200,0.2
122,lPlastic Fork,30,20,0.3
123,lScotch Tape,15,5,0.4
124,lCamera,23,22,0.3
125,lBubblegum,0.05, 0.01,0.2
126,lMotorcycle,453.23,243.21,0.1
127,lModern Approach to AI,1000,500,0.05
128,lHelmet,80,60,0.2
129,lTicket to Heaven,1500,1500,0.4
130,mOrange,20,10,0.1
131,mHouse,500,200,0.2
132,mPlastic Fork,30,20,0.3
133,mScotch Tape,15,5,0.4
134,mCamera,23,22,0.3
135,mBubblegum,0.05, 0.01,0.2
136,mMotorcycle,453.23,243.21,0.1
137,mModern Approach to AI,1000,500,0.05
138,mHelmet,80,60,0.2
139,mTicket to Heaven,1500,1500,0.4
140,nOrange,20,10,0.1
141,nHouse,500,200,0.2
142,nPlastic Fork,30,20,0.3
143,nScotch Tape,15,5,0.4
144,nCamera,23,22,0.3
145,nBubblegum,0.05, 0.01,0.2
146,nMotorcycle,453.23,243.21,0.1
147,nModern Approach to AI,1000,500,0.05
148,nHelmet,80,60,0.2
149,nTicket to Heaven,1500,1500,0.4
150,oOrange,20,10,0.1
151,oHouse,500,200,0.2
152,oPlastic Fork,30,20,0.3
153,oScotch Tape,15,5,0.4
154,oCamera,23,22,0.3
155,oBubblegum,0.05, 0.01,0.2
156,oMotorcycle,453.23,243.21,0.1
157,oModern Approach to AI,1000,500,0.05
158,oHelmet,80,60,0.2
159,oTicket to Heaven,1500,1500,0.4
160,pOrange,20,10,0.1
161,pHouse,500,200,0.2
162,pPlastic Fork,30,20,0.3
163,pScotch Tape,15,5,0.4
164,pCamera,23,22,0.3
165,pBubblegum,0.05, 0.01,0.2
166,pMotorcycle,453.23,243.21,0.1
167,pModern Approach to AI,1000,500,0.05
168,pHelmet,80,60,0.2
169,pTicket to Heaven,1500,1500,0.4
170,qOrange,20,10,0.1
171,qHouse,500,200,0.2
172,qPlastic Fork,30,20,0.3
173,qScotch Tape,15,5,0.4
174,qCamera,23,22,0.3
175,qBubblegum,0.05, 0.01,0.2
176,qMotorcycle,453.23,243.21,0.1
177,qModern Approach to AI,1000,500,0.05
178,qHelmet,80,60,0.2
179,qTicket to Heaven,1500,1500,0.4
180,rOrange,20,10,0.1
181,rHouse,500,200,0.2
182,rPlastic Fork,30,20,0.3
183,rScotch Tape,15,5,0.4
184,rCamera,23,22,0.3
185,rBubblegum,0.05, 0.01,0.2
186,rMotorcycle,453.23,243.21,0.1
187,rModern Approach to AI,1000,500,0.05
188,rHelmet,80,60,0.2
189,rTicket to Heaven,1500,1500,0.4
190,sOrange,20,10,0.1
191,sHouse,500,200,0.2
192,sPlastic Fork,30,20,0.3
193,sScotch Tape,15,5,0.4
194,sCamera,23,22,0.3
195,sBubblegum,0.05, 0.01,0.2
196,sMotorcycle,453.23,243.21,0.1
197,sModern Approach to AI,1000,500,0.05
198,sHelmet,80,60,0.2
199,sTicket to Heaven,1500,1500,0.4
